zone_id,model_type,r2_score,mae,rmse,zone_category,training_samples,test_samples,best_params
zone_hadapsar_cybercity_01,GradientBoosting,0.9905727296054548,0.013535941689784,0.03150874299385788,it_corporate,1324,233,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 150}"
zone_hadapsar_gliding_01,GradientBoosting,0.9985020857494142,0.005348480147224172,0.012570390802945298,it_corporate,1320,232,"{'learning_rate': 0.15, 'max_depth': 8, 'n_estimators': 150}"
zone_hadapsar_magarpatta_01,RandomForest,0.9878515887977114,0.016617614449213582,0.0357682619746982,it_corporate,1325,233,"{'max_depth': 30, 'max_features': 0.8, 'min_samples_leaf': 2, 'n_estimators': 200}"
zone_hinjewadi_01,RandomForest,0.9848637144101603,0.018545869098712652,0.039925259963479974,it_corporate,1321,233,"{'max_depth': 20, 'max_features': 0.8, 'min_samples_leaf': 2, 'n_estimators': 100}"
zone_hinjewadi_02,RandomForest,0.9923894071154493,0.012871225071225546,0.028286410061781137,it_corporate,1326,234,"{'max_depth': 20, 'max_features': 0.8, 'min_samples_leaf': 2, 'n_estimators': 100}"
zone_hinjewadi_03,RandomForest,0.9916000767951383,0.014217185264664133,0.02974238244539696,it_corporate,1326,233,"{'max_depth': 20, 'max_features': 0.8, 'min_samples_leaf': 2, 'n_estimators': 200}"
zone_hinjewadi_phase_01,RandomForest,0.99396776392651,0.011965218168812877,0.025204452075614055,it_corporate,1325,233,"{'max_depth': 20, 'max_features': 0.8, 'min_samples_leaf': 2, 'n_estimators': 200}"
zone_jm_road_01,GradientBoosting,0.9989977759447718,0.0016319083370234906,0.007239504182173808,commercial_high,1326,233,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100}"
zone_jm_road_02,GradientBoosting,0.9994264816793005,0.001046770018757157,0.005476461766255696,commercial_high,1325,233,"{'learning_rate': 0.15, 'max_depth': 8, 'n_estimators': 100}"
zone_jm_road_03,GradientBoosting,0.9993685879004013,0.001383569697039515,0.0057511877086692115,commercial_high,1326,234,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100}"
zone_junnar_01,GradientBoosting,0.9999999999999876,1.103598682192539e-08,1.1523728020682272e-08,mixed_suburban,1326,234,"{'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 100}"
zone_junnar_shivneri_01,GradientBoosting,0.9999999999999876,1.103612572001145e-08,1.1524942549759328e-08,mixed_suburban,1323,233,"{'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 100}"
zone_kalyani_01,GradientBoosting,0.9994362776641429,0.00016095522287089205,0.002456706528576281,mixed_suburban,1322,233,"{'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 100}"
zone_kalyani_nagar_01,GradientBoosting,0.9999999999999876,1.1033302819776471e-08,1.1523133785671465e-08,mixed_suburban,1326,233,"{'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 100}"
zone_karve_nagar_01,GradientBoosting,0.9999999999999909,1.120801363826902e-08,1.2395973686332209e-08,residential,1326,234,"{'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 150}"
zone_kasba_peth_01,GradientBoosting,0.9999999999999876,1.1033302819776471e-08,1.1523133785671465e-08,mixed_suburban,1326,233,"{'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 100}"
zone_katraj_01,GradientBoosting,0.9999999999999876,1.103598682192539e-08,1.1523728020682272e-08,mixed_suburban,1326,234,"{'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 100}"
zone_katraj_it_01,GradientBoosting,0.9999999999999876,1.103598682192539e-08,1.1523728020682272e-08,mixed_suburban,1326,234,"{'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 100}"
zone_kharadi_01,RandomForest,0.9923894071154493,0.012871225071225524,0.02828641006178111,it_corporate,1326,234,"{'max_depth': 20, 'max_features': 0.8, 'min_samples_leaf': 2, 'n_estimators': 100}"
zone_kharadi_eon_01,RandomForest,0.99396776392651,0.011965218168812866,0.025204452075614014,it_corporate,1325,233,"{'max_depth': 20, 'max_features': 0.8, 'min_samples_leaf': 2, 'n_estimators': 200}"
zone_kondhwa_01,GradientBoosting,0.9999999999999876,1.1034240690921071e-08,1.1523727279281282e-08,mixed_suburban,1325,233,"{'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 100}"
zone_kondhwa_it_01,GradientBoosting,0.9977667450805575,0.00032189942324859384,0.004913412862191967,mixed_suburban,1322,233,"{'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 100}"
zone_koregaon_bhima_01,GradientBoosting,0.9994362776526935,0.00018885218665529085,0.002882535689468697,entertainment,1325,233,"{'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 150}"
zone_koregaon_park_01,GradientBoosting,0.999999999999991,1.1004816002674787e-08,1.1492997293543337e-08,entertainment,1325,233,"{'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 150}"
zone_kothrud_01,GradientBoosting,0.9999999999999876,1.1033302819776471e-08,1.1523133785671465e-08,mixed_suburban,1326,233,"{'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 100}"
zone_kothrud_market_01,GradientBoosting,0.9998431011516627,0.000531489040795558,0.0025759451927488864,commercial_medium,1323,233,"{'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 150}"
zone_kp_lane3_01,GradientBoosting,0.9977667450797223,0.00032189942148281176,0.004913412863110805,mixed_suburban,1324,233,"{'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 100}"
zone_kp_lane5_01,GradientBoosting,0.9999999999999876,1.103598682192539e-08,1.1523728020682272e-08,mixed_suburban,1326,234,"{'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 100}"
zone_kp_lane7_01,GradientBoosting,0.9999999999999876,1.103598682192539e-08,1.1523728020682272e-08,mixed_suburban,1326,234,"{'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 100}"
