zone_id,model_type,r2_score,mae,rmse,zone_category,training_samples,test_samples,best_params
zone_camp_south_01,GradientBoosting,0.9995345546010296,0.00114545183637334,0.004935380526761942,commercial_high,1326,233,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100}"
zone_chakan_01,RandomForest,0.9987978927394637,0.0009482585470095424,0.00406934890497781,industrial,1326,234,"{'max_depth': 20, 'max_features': 0.8, 'min_samples_leaf': 2, 'n_estimators': 200}"
zone_chakan_industrial_01,RandomForest,0.9994645923138258,0.0005961508788077015,0.0027143483005320082,industrial,1326,233,"{'max_depth': 20, 'max_features': 0.8, 'min_samples_leaf': 2, 'n_estimators': 200}"
zone_chinchwad_01,RandomForest,0.9994645923138258,0.0005961508788077172,0.0027143483005319974,industrial,1326,233,"{'max_depth': 20, 'max_features': 0.8, 'min_samples_leaf': 2, 'n_estimators': 200}"
zone_chinchwad_auto_01,GradientBoosting,0.9999999999999892,1.1531558419169044e-08,1.2186353330541402e-08,industrial,1323,233,"{'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 150}"
zone_dapodi_01,GradientBoosting,0.9999999999999876,1.103598682192539e-08,1.1523728020682272e-08,mixed_suburban,1326,234,"{'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 100}"
zone_dapodi_college_01,GradientBoosting,0.9999999999999909,1.1569240753440424e-08,1.1889208176457838e-08,educational,1326,234,"{'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 150}"
zone_deccan_01,GradientBoosting,0.9999041171645809,0.0004591429963776007,0.0022400448126729607,commercial_high,1324,233,"{'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 150}"
zone_deccan_gymkhana_01,GradientBoosting,0.9997730737363452,0.0007040214489065439,0.003446106172424408,commercial_high,1323,233,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 150}"
zone_dhanori_01,GradientBoosting,0.9999999999999876,1.1034240690921071e-08,1.1523727279281282e-08,mixed_suburban,1325,233,"{'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 100}"
zone_dhanori_lohegaon_01,GradientBoosting,0.9977667450801396,0.00032189942236413325,0.004913412862651708,mixed_suburban,1323,233,"{'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 100}"
zone_fatima_nagar_01,GradientBoosting,0.9999999999999909,1.1217736075044444e-08,1.2407980784994877e-08,residential,1325,233,"{'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 150}"
zone_fc_road_01,GradientBoosting,0.999487377890276,0.0006913522444242225,0.005177559267512259,commercial_high,1323,233,"{'learning_rate': 0.15, 'max_depth': 8, 'n_estimators': 100}"
zone_fc_road_02,GradientBoosting,0.9997783851099139,0.0008407098024985595,0.0034055380799795153,commercial_high,1325,233,"{'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 150}"
zone_fc_road_03,GradientBoosting,0.9993685879004013,0.001383569697039515,0.0057511877086692115,commercial_high,1326,234,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100}"
zone_fc_road_04,GradientBoosting,0.9989977759447718,0.0016319083370234906,0.007239504182173808,commercial_high,1326,233,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100}"
zone_fc_road_side_01,GradientBoosting,0.999569698410117,0.0010513802382485483,0.004767798531389293,commercial_high,1322,233,"{'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 100}"
zone_hadapsar_01,RandomForest,0.9914593548187661,0.01351881258941349,0.02999048131259202,it_corporate,1323,233,"{'max_depth': 20, 'max_features': 0.8, 'min_samples_leaf': 2, 'n_estimators': 100}"
zone_hadapsar_02,GradientBoosting,0.9985020857494142,0.005348480147224172,0.012570390802945298,it_corporate,1320,232,"{'learning_rate': 0.15, 'max_depth': 8, 'n_estimators': 150}"
zone_hadapsar_03,RandomForest,0.9923894071154493,0.012871225071225548,0.02828641006178113,it_corporate,1326,234,"{'max_depth': 20, 'max_features': 0.8, 'min_samples_leaf': 2, 'n_estimators': 100}"
